🇨🇳国外,#genre#
山西卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001070/index.m3u8
东南卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001201/index.m3u8
贵州卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001184/index.m3u8
辽宁卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001035/index.m3u8
重庆卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001129/index.m3u8
黑龙江卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001031/index.m3u8
内蒙古卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001068/index.m3u8
宁夏卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001074/index.m3u8
陕西卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001067/index.m3u8
甘肃卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001298/index.m3u8
吉林卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001225/index.m3u8
云南卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001223/index.m3u8
三沙卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001185/index.m3u8
青海卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001450/index.m3u8
新疆卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001065/index.m3u8
西藏卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001072/index.m3u8
兵团卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001066/index.m3u8
延边卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001470/index.m3u8
厦门卫视,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000193/index.m3u8?fmmv6
中国天气,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001102/index.m3u8






CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV3,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5+,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV6,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV7,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV8,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV9,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
CCTV14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV16,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV17,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8



东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
CCTV1,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226224/index.m3u8
CCTV3,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/1.m3u8
CCTV4,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV5,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV5+,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8
CCTV6,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8
CCTV7,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226192/index.m3u8
CCTV8,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8
CCTV9,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8
CCTV10,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8
CCTV13,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV14,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226193/index.m3u8
CCTV15,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8
CCTV16,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8
中国电信,#genre#
CCTV-01 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb02]/ott.mobaibox.com/PLTV/4/8/3221228149/1.m3u8
CCTV-02 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb12]/ott.mobaibox.com/PLTV/3/8/3221227543/1.m3u8
CCTV-03 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb18]/ott.mobaibox.com/PLTV/3/8/3221228126/1.m3u8
CCTV-04 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb1a]/ott.mobaibox.com/PLTV/3/8/3221228091/1.m3u8
CCTV-4K – 超高,http://[2409:8087:2001:20:2800:0:df6e:eb13]/ott.mobaibox.com/PLTV/3/8/3221228228/1.m3u8
CCTV-05 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb15]/ott.mobaibox.com/PLTV/3/8/3221228179/1.m3u8
CCTV-5+ – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb17]/ott.mobaibox.com/PLTV/3/8/3221228176/1.m3u8
CCTV-06 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb22]/ott.mobaibox.com/PLTV/4/8/3221228516/1.m3u8
CCTV-07 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb12]/ott.mobaibox.com/PLTV/3/8/3221227690/1.m3u8
CCTV-08 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb26]/ott.mobaibox.com/PLTV/4/8/3221228578/1.m3u8
CCTV-8K – 超高,http://[2409:8087:2001:20:2800:0:df6e:eb02]/ott.mobaibox.com/PLTV/3/8/3221228165/1.m3u8
CCTV-09 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb04]/ott.mobaibox.com/PLTV/3/8/3221225532/1.m3u8
CCTV-10 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb02]/ott.mobaibox.com/PLTV/3/8/3221225550/1.m3u8
CCTV-11 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb0e]/ott.mobaibox.com/PLTV/3/8/3221227384/1.m3u8
CCTV-12 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb0c]/ott.mobaibox.com/PLTV/3/8/3221225556/1.m3u8
CCTV-13 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb12]/ott.mobaibox.com/PLTV/3/8/3221228121/1.m3u8
CCTV-14 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb0c]/ott.mobaibox.com/PLTV/3/8/3221227201/1.m3u8
CCTV-15 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb02]/ott.mobaibox.com/PLTV/3/8/3221227538/1.m3u8
CCTV-16 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb15]/ott.mobaibox.com/PLTV/3/8/3221228112/1.m3u8
CCTV-16 – 超高,http://[2409:8087:2001:20:2800:0:df6e:eb1b]/ott.mobaibox.com/PLTV/3/8/3221228168/1.m3u8
CCTV-17 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb16]/ott.mobaibox.com/PLTV/3/8/3221227589/1.m3u8
北京卫视 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb0b]/ott.mobaibox.com/PLTV/3/8/3221227508/1.m3u8
天津卫视 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb11]/ott.mobaibox.com/PLTV/3/8/3221227488/1.m3u8
东方卫视 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb16]/ott.mobaibox.com/PLTV/3/8/3221227511/1.m3u8
江苏卫视 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb12]/ott.mobaibox.com/PLTV/3/8/3221228097/1.m3u8
浙江卫视 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb11]/ott.mobaibox.com/PLTV/3/8/3221227491/1.m3u8
湖南卫视 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb16]/ott.mobaibox.com/PLTV/3/8/3221227482/1.m3u8
湖北卫视 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb11]/ott.mobaibox.com/PLTV/3/8/3221227479/1.m3u8
河南卫视 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb17]/ott.mobaibox.com/PLTV/3/8/3221228221/1.m3u8
河北卫视 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb05]/ott.mobaibox.com/PLTV/3/8/3221228106/1.m3u8
山东卫视 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb10]/ott.mobaibox.com/PLTV/3/8/3221227517/1.m3u8
山西卫视 – 标清,http://[2409:8087:2001:20:2800:0:df6e:eb06]/ott.mobaibox.com/PLTV/3/8/3221227559/1.m3u8
广东卫视 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb03]/ott.mobaibox.com/PLTV/3/8/3221227476/1.m3u8
广西卫视 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb05]/ott.mobaibox.com/PLTV/3/8/3221228183/1.m3u8
深圳卫视 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb11]/ott.mobaibox.com/PLTV/3/8/3221227555/1.m3u8
南方卫视 – 标清,http://[2409:8087:2001:20:2800:0:df6e:eb06]/ott.mobaibox.com/PLTV/3/8/3221228326/1.m3u8
厦门卫视 – 标清,http://[2409:8087:2001:20:2800:0:df6e:eb0e]/ott.mobaibox.com/PLTV/3/8/3221227604/1.m3u8
东南卫视 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb18]/ott.mobaibox.com/PLTV/3/8/3221227553/1.m3u8
海南卫视 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb08]/ott.mobaibox.com/PLTV/3/8/3221228139/1.m3u8
三沙卫视 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb21]/ott.mobaibox.com/PLTV/4/8/3221228626/1.m3u8
江西卫视 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb17]/ott.mobaibox.com/PLTV/3/8/3221228109/1.m3u8
安徽卫视 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb12]/ott.mobaibox.com/PLTV/3/8/3221227558/1.m3u8
云南卫视 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb05]/ott.mobaibox.com/PLTV/3/8/3221225591/1.m3u8
贵州卫视 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb08]/ott.mobaibox.com/PLTV/3/8/3221228136/1.m3u8
重庆卫视 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb09]/ott.mobaibox.com/PLTV/3/8/3221228133/1.m3u8
四川卫视 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb09]/ott.mobaibox.com/PLTV/3/8/3221227556/1.m3u8
康巴卫视 – 标清,http://[2409:8087:2001:20:2800:0:df6e:eb10]/ott.mobaibox.com/PLTV/3/8/3221227645/1.m3u8
陕西卫视 – 标清,http://[2409:8087:2001:20:2800:0:df6e:eb1a]/ott.mobaibox.com/PLTV/3/8/3221227583/1.m3u8
农林卫视 – 标清,http://[2409:8087:2001:20:2800:0:df6e:eb11]/ott.mobaibox.com/PLTV/3/8/3221227648/1.m3u8
甘肃卫视 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb1a]/ott.mobaibox.com/PLTV/3/8/3221227568/1.m3u8
宁夏卫视 – 标清,http://[2409:8087:2001:20:2800:0:df6e:eb06]/ott.mobaibox.com/PLTV/3/8/3221227563/1.m3u8
青海卫视 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb1b]/ott.mobaibox.com/PLTV/3/8/3221227554/1.m3u8
安多卫视 – 标清,http://[2409:8087:2001:20:2800:0:df6e:eb09]/ott.mobaibox.com/PLTV/3/8/3221226999/1.m3u8
新疆卫视 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb0b]/ott.mobaibox.com/PLTV/3/8/3221228290/1.m3u8
兵团卫视 – 标清,http://[2409:8087:2001:20:2800:0:df6e:eb10]/ott.mobaibox.com/PLTV/3/8/3221227654/1.m3u8
内蒙卫视 – 标清,http://[2409:8087:2001:20:2800:0:df6e:eb19]/ott.mobaibox.com/PLTV/3/8/3221227557/1.m3u8
西藏卫视 – 标清,http://[2409:8087:2001:20:2800:0:df6e:eb1a]/ott.mobaibox.com/PLTV/3/8/3221227562/1.m3u8
藏语卫视 – 标清,http://[2409:8087:2001:20:2800:0:df6e:eb15]/ott.mobaibox.com/PLTV/3/8/3221228022/1.m3u8
辽宁卫视 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb16]/ott.mobaibox.com/PLTV/3/8/3221227485/1.m3u8
吉林卫视 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb03]/ott.mobaibox.com/PLTV/3/8/3221228130/1.m3u8
延边卫视 – 标清,http://[2409:8087:2001:20:2800:0:df6e:eb0e]/ott.mobaibox.com/PLTV/3/8/3221227590/1.m3u8
龙江卫视 – 超清,http://[2409:8087:2001:20:2800:0:df6e:eb17]/ott.mobaibox.com/PLTV/3/8/3221227514/1.m3u8

中国移动,#genre#
CCTV-01 – 超清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221226231/1.m3u8
CCTV-02 – 超清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221226195/1.m3u8
CCTV-03 – 超清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221226397/1.m3u8
CCTV-04 – 超清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221226191/1.m3u8
CCTV-4K – 超高,
CCTV-05 – 超清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221226395/1.m3u8
CCTV-5+ – 超清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221226221/1.m3u8
CCTV-06 – 超清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221226393/1.m3u8
CCTV-07 – 超清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221226192/1.m3u8
CCTV-08 – 超清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221226391/1.m3u8
CCTV-09 – 超清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221226197/1.m3u8
CCTV-10 – 超清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221226189/1.m3u8
CCTV-11 – 超清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221226240/1.m3u8
CCTV-12 – 超清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221226190/1.m3u8
CCTV-13 – 超清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221226233/1.m3u8
CCTV-14 – 超清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221226193/1.m3u8
CCTV-15 – 超清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221225785/1.m3u8
CCTV-16 – 超清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221226921/1.m3u8
CCTV-16 – 超高,
CCTV-17 – 超清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221226198/1.m3u8
北京卫视 – 超清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221226222/1.m3u8
天津卫视 – 超清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221226204/1.m3u8
东方卫视 – 超清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221226217/1.m3u8
江苏卫视 – 超清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221226200/1.m3u8
浙江卫视 – 超清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221226199/1.m3u8
湖南卫视 – 超清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221226211/1.m3u8
湖北卫视 – 超清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221226194/1.m3u8
河南卫视 – 标清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221225767/1.m3u8
河北卫视 – 标清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221225750/1.m3u8
山东卫视 – 超清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221226209/1.m3u8
山西卫视 – 标清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221225763/1.m3u8
广东卫视 – 超清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221226216/1.m3u8
广西卫视 – 标清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221225770/1.m3u8
深圳卫视 – 超清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221226205/1.m3u8
南方卫视 – 标清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221226218/1.m3u8
海南卫视 – 标清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221225769/1.m3u8
三沙卫视 – 超清,
江西卫视 – 标清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221225764/1.m3u8
安徽卫视 – 超清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221226203/1.m3u8
云南卫视 – 标清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221225751/1.m3u8
贵州卫视 – 标清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221225793/1.m3u8
重庆卫视 – 超清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221226202/1.m3u8
四川卫视 – 标清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221225768/1.m3u8
康巴卫视 – 标清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221226234/1.m3u8
陕西卫视 – 标清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221225821/1.m3u8
农林卫视 – 标清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221226229/1.m3u8
甘肃卫视 – 标清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221225754/1.m3u8
宁夏卫视 – 标清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221225748/1.m3u8
青海卫视 – 标清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221225794/1.m3u8
安多卫视 – 标清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221226228/1.m3u8
新疆卫视 – 标清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221225747/1.m3u8
兵团卫视 – 标清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221226214/1.m3u8
内蒙卫视 – 标清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221225786/1.m3u8
西藏卫视 – 标清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221226212/1.m3u8
辽宁卫视 – 超清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221226201/1.m3u8
吉林卫视 – 标清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221225792/1.m3u8
延边卫视 – 标清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221226220/1.m3u8
龙江卫视 – 超清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/8/3221226215/1.m3u8
中国联通,#genre#
CCTV-01 – 超清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226016/1.m3u8
CCTV-02 – 高清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225588/1.m3u8
CCTV-03 – 超清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226021/1.m3u8
CCTV-04 – 超清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226428/1.m3u8
CCTV-4K – 超高,
CCTV-05 – 超清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226019/1.m3u8
CCTV-5+ – 超清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225603/1.m3u8
CCTV-06 – 超清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226010/1.m3u8
CCTV-07 – 超清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225733/1.m3u8
CCTV-08 – 超清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226008/1.m3u8
CCTV-09 – 超清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225734/1.m3u8
CCTV-10 – 超清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225730/1.m3u8
CCTV-11 – 高清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225597/1.m3u8
CCTV-12 – 超清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225731/1.m3u8
CCTV-13 – 高清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226011/1.m3u8
CCTV-14 – 超清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225732/1.m3u8
CCTV-15 – 高清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225601/1.m3u8
CCTV-16 – 超清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226100/1.m3u8
CCTV-16 – 超高,
CCTV-17 – 超清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225765/1.m3u8
北京卫视 – 超清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225728/1.m3u8
天津卫视 – 超清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225740/1.m3u8
东方卫视 – 超清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226345/1.m3u8
江苏卫视 – 超清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225613/1.m3u8
浙江卫视 – 超清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225612/1.m3u8
湖南卫视 – 超清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225610/1.m3u8
湖北卫视 – 超清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225627/1.m3u8
河南卫视 – 超清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226480/1.m3u8
河北卫视 – 超清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226406/1.m3u8
山东卫视 – 超清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226456/1.m3u8
山西卫视 – 标清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225624/1.m3u8
广东卫视 – 超清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226248/1.m3u8
广西卫视 – 标清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226380/1.m3u8
深圳卫视 – 超清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225739/1.m3u8
南方卫视 – 标清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226442/1.m3u8
厦门卫视 – 标清,http://[2409:8087:74F1:0021::0008]/PLTV/88888888/224/3221225689/1.m3u8
东南卫视 – 超清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226341/1.m3u8
海南卫视 – 超清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226465/1.m3u8
三沙卫视 – 标清,http://[2409:8087:74F1:0021::0008]/PLTV/88888888/224/3221226701/1.m3u8
江西卫视 – 超清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226344/1.m3u8
安徽卫视 – 超清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226391/1.m3u8
云南卫视 – 标清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226444/1.m3u8
贵州卫视 – 超清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226474/1.m3u8
重庆卫视 – 超清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226409/1.m3u8
四川卫视 – 超清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226338/1.m3u8
康巴卫视 – 标清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225660/1.m3u8
陕西卫视 – 标清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226457/1.m3u8
农林卫视 – 标清,
甘肃卫视 – 标清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225633/1.m3u8
